mlbam_id,player,season,level,sport_id,group,pre_debut_truncated,verdict,detail,pa,bf,g,woba,fip,native_rate,savings9,raa_mlb,wsb,rep,pos_adj,age_years,base_war,age_credit_war,adj_war
657746,Joe Ryan,2018,SS-A,15,pitching,,scored,"147 BF, 36.3 IP",0.0,147.0,12.0,,3.17,,0.53,-10.0,,5.0,,0.1,-0.497,0.01,-0.487
657746,Joe Ryan,2019,AA,12,pitching,,insufficient_sample,54 BF (need 60),0.0,54.0,3.0,,,,,,,,,,0.0,0.0,0.0
657746,Joe Ryan,2019,A+,13,pitching,,scored,"312 BF, 82.7 IP",0.0,312.0,15.0,,1.81,,1.89,-11.6,,10.7,,0.8,-0.089,0.411,0.321
657746,Joe Ryan,2019,A,14,pitching,,scored,"115 BF, 27.7 IP",0.0,115.0,6.0,,2.31,,1.43,-6.1,,3.9,,-0.6,-0.22,-0.095,-0.314
657746,Joe Ryan,2021,AAA,11,pitching,yes,scored,"249 BF, 66.0 IP",0.0,249.0,14.0,,3.21,,1.59,5.5,,8.5,,2.2,1.398,0.31,1.708
660644,Vidal Bruján,2016,SS-A,15,hitting,,insufficient_sample,9 PA (need 40),9.0,0.0,2.0,,,,,,,,,,0.0,0.0,0.0
660644,Vidal Bruján,2016,ROK,16,hitting,,scored,223 PA,223.0,0.0,49.0,0.327,,0.141,,-15.6,-0.2,7.6,-1.3,2.3,-0.938,0.54,-0.397
660644,Vidal Bruján,2017,SS-A,15,hitting,,scored,302 PA,302.0,0.0,67.0,0.351,,0.159,,-17.6,-0.0,10.3,-1.7,2.7,-0.904,0.876,-0.028
660644,Vidal Bruján,2018,A+,13,hitting,,scored,114 PA,114.0,0.0,27.0,0.432,,0.219,,1.2,0.4,3.9,-0.7,3.0,0.481,0.598,1.079
660644,Vidal Bruján,2018,A,14,hitting,,scored,434 PA,434.0,0.0,95.0,0.362,,0.163,,-16.0,1.2,14.8,-2.5,2.1,-0.248,1.209,0.961
660644,Vidal Bruján,2019,AA,12,hitting,,scored,233 PA,233.0,0.0,55.0,0.319,,0.125,,-9.5,1.0,8.0,-1.4,3.0,-0.189,1.327,1.138
660644,Vidal Bruján,2019,A+,13,hitting,,scored,196 PA,196.0,0.0,44.0,0.327,,0.133,,-9.6,1.6,6.7,-1.1,2.5,-0.243,0.802,0.559
660644,Vidal Bruján,2021,AAA,11,hitting,yes,scored,216 PA,216.0,0.0,49.0,0.351,,0.15,,-0.9,1.1,7.4,-1.3,3.0,0.625,0.852,1.477
663698,Joey Bart,2018,SS-A,15,hitting,,scored,203 PA,203.0,0.0,45.0,0.409,,0.205,,-7.0,-0.0,6.9,3.5,0.6,0.338,0.131,0.468
663698,Joey Bart,2018,ROK,16,hitting,,insufficient_sample,25 PA (need 40),25.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
663698,Joey Bart,2019,AA,12,hitting,,scored,87 PA,87.0,0.0,22.0,0.382,,0.178,,-0.4,-0.6,3.0,1.7,2.6,0.368,0.423,0.791
663698,Joey Bart,2019,A+,13,hitting,,scored,251 PA,251.0,0.0,57.0,0.339,,0.143,,-10.8,0.1,8.6,4.4,1.3,0.231,0.544,0.776
664350,Sixto Sánchez,2016,ROK,16,pitching,,scored,"194 BF, 54.0 IP",0.0,194.0,11.0,,2.01,,1.2,-16.0,,6.6,,2.7,-0.942,0.558,-0.384
664350,Sixto Sánchez,2017,A+,13,pitching,,scored,"119 BF, 27.7 IP",0.0,119.0,5.0,,3.61,,0.24,-6.1,,4.1,,3.0,-0.203,0.535,0.332
664350,Sixto Sánchez,2017,A,14,pitching,,scored,"256 BF, 67.3 IP",0.0,256.0,13.0,,2.33,,1.49,-13.3,,8.7,,3.0,-0.458,1.1,0.642
664350,Sixto Sánchez,2018,A+,13,pitching,,scored,"188 BF, 46.7 IP",0.0,188.0,8.0,,2.69,,1.24,-5.7,,6.4,,3.0,0.071,0.902,0.973
664350,Sixto Sánchez,2019,AA,12,pitching,,scored,"411 BF, 103.0 IP",0.0,411.0,18.0,,2.67,,1.04,-14.5,,14.0,,3.0,-0.042,1.167,1.125
664350,Sixto Sánchez,2019,A+,13,pitching,,insufficient_sample,46 BF (need 60),0.0,46.0,2.0,,,,,,,,,,0.0,0.0,0.0
665795,Edward Cabrera,2016,ROK,16,pitching,,scored,"201 BF, 47.0 IP",0.0,201.0,11.0,,2.93,,0.27,-15.6,,6.9,,2.4,-0.874,0.434,-0.441
665795,Edward Cabrera,2017,SS-A,15,pitching,,scored,"165 BF, 35.7 IP",0.0,165.0,13.0,,3.4,,0.22,-11.2,,5.6,,2.9,-0.558,0.452,-0.106
665795,Edward Cabrera,2018,A,14,pitching,,scored,"440 BF, 100.3 IP",0.0,440.0,22.0,,4.5,,-0.77,-29.7,,15.0,,2.3,-1.465,1.231,-0.233
665795,Edward Cabrera,2019,AA,12,pitching,,scored,"156 BF, 38.7 IP",0.0,156.0,8.0,,4.32,,-0.61,-10.2,,5.3,,3.0,-0.491,0.438,-0.053
665795,Edward Cabrera,2019,A+,13,pitching,,scored,"227 BF, 58.0 IP",0.0,227.0,11.0,,2.32,,1.37,-10.0,,7.8,,2.6,-0.229,0.981,0.752
665795,Edward Cabrera,2021,AAA,11,pitching,yes,scored,"129 BF, 29.3 IP",0.0,129.0,6.0,,4.09,,0.72,0.2,,4.4,,3.0,0.46,0.191,0.651
665795,Edward Cabrera,2021,AA,12,pitching,yes,scored,"97 BF, 26.0 IP",0.0,97.0,5.0,,3.12,,1.25,-1.3,,3.3,,1.9,0.202,0.185,0.387
665795,Edward Cabrera,2021,A,14,pitching,yes,insufficient_sample,23 BF (need 60),0.0,23.0,2.0,,,,,,,,,,0.0,0.0,0.0
665833,Oneil Cruz,2017,A,14,hitting,,scored,438 PA,438.0,0.0,105.0,0.284,,0.098,,-32.4,-0.6,15.0,4.9,3.0,-1.317,1.759,0.442
665833,Oneil Cruz,2018,A,14,hitting,,scored,443 PA,443.0,0.0,103.0,0.353,,0.155,,-18.1,0.1,15.1,4.8,2.7,0.19,1.619,1.809
665833,Oneil Cruz,2019,AA,12,hitting,,scored,136 PA,136.0,0.0,35.0,0.326,,0.132,,-5.0,0.1,4.6,1.6,3.0,0.144,0.775,0.919
665833,Oneil Cruz,2019,A+,13,hitting,,scored,145 PA,145.0,0.0,35.0,0.365,,0.164,,-4.4,0.1,5.0,1.6,3.0,0.224,0.726,0.95
665833,Oneil Cruz,2019,ROK,16,hitting,,insufficient_sample,11 PA (need 40),11.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
665833,Oneil Cruz,2021,AAA,11,hitting,yes,insufficient_sample,29 PA (need 40),29.0,0.0,6.0,,,,,,,,,,0.0,0.0,0.0
665833,Oneil Cruz,2021,AA,12,hitting,yes,scored,273 PA,273.0,0.0,62.0,0.373,,0.171,,-1.3,1.6,9.3,2.9,2.4,1.253,1.389,2.642
666139,Josh Lowe,2016,ROK,16,hitting,,scored,214 PA,214.0,0.0,54.0,0.342,,0.154,,-14.0,-0.1,7.3,-1.4,2.3,-0.825,0.514,-0.311
666139,Josh Lowe,2017,A,14,hitting,,scored,507 PA,507.0,0.0,118.0,0.311,,0.121,,-31.7,0.5,17.3,-3.1,3.0,-1.69,2.036,0.347
666139,Josh Lowe,2018,A+,13,hitting,,scored,455 PA,455.0,0.0,105.0,0.301,,0.11,,-24.2,0.7,15.5,-2.7,3.0,-1.067,2.387,1.32
666139,Josh Lowe,2019,AA,12,hitting,,scored,519 PA,519.0,0.0,121.0,0.34,,0.142,,-15.0,1.6,17.7,-3.1,3.0,0.114,2.956,3.071
666139,Josh Lowe,2021,AAA,11,hitting,yes,scored,412 PA,412.0,0.0,98.0,0.383,,0.176,,6.9,3.7,14.1,-2.5,3.0,2.213,1.624,3.837
666157,Nick Lodolo,2019,A,14,pitching,,insufficient_sample,28 BF (need 60),0.0,28.0,2.0,,,,,,,,,,0.0,0.0,0.0
666157,Nick Lodolo,2021,AAA,11,pitching,,insufficient_sample,28 BF (need 60),0.0,28.0,3.0,,,,,,,,,,0.0,0.0,0.0
666157,Nick Lodolo,2021,AA,12,pitching,,scored,"173 BF, 44.0 IP",0.0,173.0,10.0,,1.69,,2.67,2.6,,5.9,,1.7,0.847,0.283,1.129
666310,Bo Naylor,2018,ROK,16,hitting,,scored,139 PA,139.0,0.0,33.0,0.347,,0.162,,-8.6,0.2,4.7,2.5,2.0,-0.107,0.317,0.21
666310,Bo Naylor,2019,A,14,hitting,,scored,453 PA,453.0,0.0,107.0,0.315,,0.127,,-28.7,-0.3,15.5,8.3,3.0,-0.53,1.805,1.275
666310,Bo Naylor,2021,AA,12,hitting,,scored,356 PA,356.0,0.0,87.0,0.272,,0.087,,-22.0,1.4,12.2,6.7,3.0,-0.175,2.302,2.127
666310,Bo Naylor,2022,AAA,11,hitting,yes,scored,290 PA,290.0,0.0,66.0,0.376,,0.171,,5.5,1.1,9.9,5.1,3.0,2.162,1.16,3.321
666310,Bo Naylor,2022,AA,12,hitting,yes,scored,220 PA,220.0,0.0,52.0,0.393,,0.187,,2.8,0.7,7.5,4.0,2.7,1.498,1.326,2.824
666374,Matt Brash,2019,A,14,pitching,,insufficient_sample,16 BF (need 60),0.0,16.0,4.0,,,,,,,,,,0.0,0.0,0.0
666374,Matt Brash,2019,ROK,16,pitching,,insufficient_sample,4 BF (need 60),0.0,4.0,1.0,,,,,,,,,,0.0,0.0,0.0
666374,Matt Brash,2021,AA,12,pitching,,scored,"222 BF, 55.0 IP",0.0,222.0,10.0,,2.52,,1.85,-0.2,,7.6,,2.0,0.734,0.408,1.142
666374,Matt Brash,2021,A+,13,pitching,,scored,"183 BF, 42.3 IP",0.0,183.0,10.0,,3.84,,0.74,-5.5,,6.3,,0.5,0.074,0.134,0.209
668390,Cole Winn,2019,A,14,pitching,,scored,"298 BF, 68.7 IP",0.0,298.0,18.0,,4.35,,-0.62,-22.8,,10.2,,2.8,-1.267,1.063,-0.204
668390,Cole Winn,2021,AAA,11,pitching,,insufficient_sample,36 BF (need 60),0.0,36.0,2.0,,,,,,,,,,0.0,0.0,0.0
668390,Cole Winn,2021,AA,12,pitching,,scored,"296 BF, 78.0 IP",0.0,296.0,19.0,,3.13,,1.23,-3.9,,10.1,,3.0,0.616,0.884,1.5
668390,Cole Winn,2022,AAA,11,pitching,,scored,"573 BF, 121.7 IP",0.0,573.0,28.0,,5.25,,-0.36,-5.5,,19.6,,3.0,1.405,0.791,2.196
668390,Cole Winn,2023,AAA,11,pitching,,scored,"493 BF, 101.0 IP",0.0,493.0,29.0,,6.39,,-1.05,-10.2,,16.8,,3.0,0.665,0.656,1.321
668390,Cole Winn,2024,AAA,11,pitching,yes,insufficient_sample,29 BF (need 60),0.0,29.0,4.0,,,,,,,,,,0.0,0.0,0.0
668472,Nick Pratto,2017,ROK,16,hitting,,scored,230 PA,230.0,0.0,52.0,0.322,,0.139,,-17.2,0.1,7.9,-4.0,1.9,-1.321,0.483,-0.838
668472,Nick Pratto,2018,A,14,hitting,,scored,537 PA,537.0,0.0,127.0,0.339,,0.144,,-24.8,1.2,18.3,-9.8,2.7,-1.512,1.966,0.454
668472,Nick Pratto,2019,A+,13,hitting,,scored,472 PA,472.0,0.0,124.0,0.264,,0.081,,-37.3,0.3,16.1,-9.6,3.0,-3.047,2.364,-0.683
668472,Nick Pratto,2021,AAA,11,hitting,,scored,270 PA,270.0,0.0,63.0,0.411,,0.2,,9.3,0.8,9.2,-4.9,3.0,1.448,1.065,2.512
668472,Nick Pratto,2021,AA,12,hitting,,scored,275 PA,275.0,0.0,61.0,0.409,,0.202,,4.4,-0.4,9.4,-4.7,2.4,0.865,1.402,2.267
668472,Nick Pratto,2022,AAA,11,hitting,yes,scored,337 PA,337.0,0.0,74.0,0.371,,0.167,,5.4,0.6,11.5,-5.7,3.0,1.18,1.347,2.527
668709,JJ Bleday,2019,A+,13,hitting,,scored,151 PA,151.0,0.0,38.0,0.303,,0.113,,-9.1,0.0,5.2,-1.0,2.2,-0.495,0.555,0.06
668709,JJ Bleday,2021,AA,12,hitting,,scored,468 PA,468.0,0.0,110.0,0.308,,0.118,,-19.2,-0.2,16.0,-2.9,1.5,-0.622,1.474,0.852
668709,JJ Bleday,2022,AAA,11,hitting,yes,scored,367 PA,367.0,0.0,85.0,0.364,,0.161,,4.1,-0.2,12.5,-2.2,2.7,1.427,1.302,2.729
668881,Hunter Greene,2017,ROK,16,pitching,,insufficient_sample,21 BF (need 60),0.0,21.0,3.0,,,,,,,,,,0.0,0.0,0.0
668881,Hunter Greene,2018,A,14,pitching,,scored,"294 BF, 68.3 IP",0.0,294.0,18.0,,3.28,,0.46,-15.6,,10.0,,3.0,-0.56,1.116,0.556
668881,Hunter Greene,2021,AAA,11,pitching,,scored,"276 BF, 65.3 IP",0.0,276.0,14.0,,4.65,,0.16,-2.7,,9.4,,3.0,0.672,0.425,1.096
668881,Hunter Greene,2021,AA,12,pitching,,scored,"162 BF, 41.0 IP",0.0,162.0,7.0,,2.42,,1.95,0.1,,5.5,,3.0,0.568,0.465,1.032
668885,Austin Martin,2021,AA,12,hitting,,scored,418 PA,418.0,0.0,93.0,0.362,,0.162,,-4.5,0.8,14.3,4.3,2.8,1.483,2.546,4.029
668885,Austin Martin,2022,AA,12,hitting,,scored,406 PA,406.0,0.0,90.0,0.316,,0.123,,-12.5,3.2,13.9,4.2,1.8,0.878,1.608,2.485
668885,Austin Martin,2022,ROK,16,hitting,,insufficient_sample,10 PA (need 40),10.0,0.0,2.0,,,,,,,,,,0.0,0.0,0.0
668885,Austin Martin,2023,AAA,11,hitting,,scored,252 PA,252.0,0.0,59.0,0.353,,0.147,,-1.8,1.2,8.6,2.7,3.0,1.081,1.068,2.148
668885,Austin Martin,2023,A,14,hitting,,insufficient_sample,20 PA (need 40),20.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
668885,Austin Martin,2023,ROK,16,hitting,,insufficient_sample,10 PA (need 40),10.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
668904,Royce Lewis,2017,A,14,hitting,,scored,80 PA,80.0,0.0,18.0,0.334,,0.14,,-4.3,0.1,2.7,0.8,3.0,-0.062,0.321,0.259
668904,Royce Lewis,2017,ROK,16,hitting,,scored,159 PA,159.0,0.0,36.0,0.358,,0.169,,-10.2,0.7,5.4,1.7,2.5,-0.241,0.453,0.213
668904,Royce Lewis,2018,A+,13,hitting,,scored,208 PA,208.0,0.0,46.0,0.318,,0.124,,-9.3,-0.3,7.1,2.1,3.0,-0.032,1.091,1.059
668904,Royce Lewis,2018,A,14,hitting,,scored,327 PA,327.0,0.0,75.0,0.365,,0.166,,-11.7,1.4,11.2,3.5,3.0,0.433,1.313,1.746
668904,Royce Lewis,2019,AA,12,hitting,,scored,148 PA,148.0,0.0,33.0,0.283,,0.096,,-9.0,0.3,5.1,1.5,3.0,-0.215,0.843,0.628
668904,Royce Lewis,2019,A+,13,hitting,,scored,418 PA,418.0,0.0,94.0,0.288,,0.1,,-28.2,-0.0,14.3,4.4,3.0,-0.965,2.093,1.128
668904,Royce Lewis,2022,AAA,11,hitting,yes,scored,107 PA,107.0,0.0,24.0,0.422,,0.209,,5.2,0.9,3.7,1.1,3.0,1.093,0.428,1.521
668909,Gavin Williams,2022,AA,12,pitching,,scored,"282 BF, 70.0 IP",0.0,282.0,16.0,,4.18,,0.5,-3.5,,9.6,,2.1,0.615,0.555,1.17
668909,Gavin Williams,2022,A+,13,pitching,,scored,"168 BF, 45.0 IP",0.0,168.0,9.0,,1.73,,2.59,0.2,,5.7,,0.7,0.59,0.194,0.783
668909,Gavin Williams,2023,AAA,11,pitching,yes,scored,"183 BF, 46.0 IP",0.0,183.0,9.0,,4.23,,1.11,4.0,,6.3,,3.0,1.022,0.299,1.321
668909,Gavin Williams,2023,AA,12,pitching,yes,insufficient_sample,53 BF (need 60),0.0,53.0,3.0,,,,,,,,,,0.0,0.0,0.0
668939,Adley Rutschman,2019,A,14,hitting,,scored,47 PA,47.0,0.0,12.0,0.263,,0.084,,-4.0,0.0,1.6,0.9,1.0,-0.144,0.065,-0.079
668939,Adley Rutschman,2019,SS-A,15,hitting,,scored,92 PA,92.0,0.0,20.0,0.386,,0.19,,-4.6,0.0,3.1,1.5,0.6,0.01,0.064,0.074
668939,Adley Rutschman,2019,ROK,16,hitting,,insufficient_sample,16 PA (need 40),16.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
668939,Adley Rutschman,2021,AAA,11,hitting,,scored,185 PA,185.0,0.0,43.0,0.387,,0.18,,3.6,-0.3,6.3,3.3,3.0,1.29,0.729,2.02
668939,Adley Rutschman,2021,AA,12,hitting,,scored,358 PA,358.0,0.0,80.0,0.386,,0.182,,1.0,-0.4,12.2,6.2,1.7,1.902,1.314,3.216
668939,Adley Rutschman,2022,AAA,11,hitting,yes,scored,53 PA,53.0,0.0,12.0,0.363,,0.161,,0.6,0.0,1.8,0.9,2.9,0.331,0.205,0.536
668939,Adley Rutschman,2022,AA,12,hitting,yes,insufficient_sample,14 PA (need 40),14.0,0.0,3.0,,,,,,,,,,0.0,0.0,0.0
668939,Adley Rutschman,2022,A+,13,hitting,yes,insufficient_sample,17 PA (need 40),17.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
669004,MJ Melendez,2017,ROK,16,hitting,,scored,198 PA,198.0,0.0,47.0,0.35,,0.162,,-13.2,-0.0,6.8,3.6,2.0,-0.285,0.449,0.164
669004,MJ Melendez,2018,A,14,hitting,,scored,472 PA,472.0,0.0,111.0,0.344,,0.148,,-20.9,-0.8,16.1,8.6,2.9,0.298,1.821,2.119
669004,MJ Melendez,2019,A+,13,hitting,,scored,419 PA,419.0,0.0,110.0,0.255,,0.073,,-34.9,-0.4,14.3,8.5,3.0,-1.249,2.098,0.849
669004,MJ Melendez,2021,AAA,11,hitting,,scored,184 PA,184.0,0.0,44.0,0.43,,0.216,,8.7,-0.5,6.3,3.4,3.0,1.791,0.725,2.517
669004,MJ Melendez,2021,AA,12,hitting,,scored,347 PA,347.0,0.0,79.0,0.414,,0.205,,6.4,-0.8,11.9,6.1,2.5,2.352,1.88,4.232
669004,MJ Melendez,2022,AAA,11,hitting,yes,scored,91 PA,91.0,0.0,21.0,0.266,,0.08,,-4.7,0.5,3.1,1.6,3.0,0.047,0.364,0.41
669022,MacKenzie Gore,2017,ROK,16,pitching,,scored,"84 BF, 21.3 IP",0.0,84.0,7.0,,1.17,,2.26,-5.7,,2.9,,2.2,-0.28,0.181,-0.1
669022,MacKenzie Gore,2018,A,14,pitching,,scored,"261 BF, 60.7 IP",0.0,261.0,16.0,,3.24,,0.5,-13.8,,8.9,,3.0,-0.484,0.991,0.507
669022,MacKenzie Gore,2019,AA,12,pitching,,scored,"90 BF, 21.7 IP",0.0,90.0,5.0,,4.02,,-0.31,-5.3,,3.1,,3.0,-0.218,0.246,0.028
669022,MacKenzie Gore,2019,A+,13,pitching,,scored,"288 BF, 79.3 IP",0.0,288.0,15.0,,2.14,,1.56,-12.8,,9.8,,3.0,-0.296,1.534,1.238
669022,MacKenzie Gore,2021,AAA,11,pitching,,scored,"96 BF, 20.0 IP",0.0,96.0,6.0,,5.64,,-0.84,-2.6,,3.3,,3.0,0.072,0.13,0.202
669022,MacKenzie Gore,2021,AA,12,pitching,,insufficient_sample,41 BF (need 60),0.0,41.0,2.0,,,,,,,,,,0.0,0.0,0.0
669022,MacKenzie Gore,2021,A+,13,pitching,,insufficient_sample,22 BF (need 60),0.0,22.0,1.0,,,,,,,,,,0.0,0.0,0.0
669022,MacKenzie Gore,2021,ROK,16,pitching,,scored,"64 BF, 16.3 IP",0.0,64.0,3.0,,1.84,,2.19,-3.9,,2.2,,-1.8,-0.171,-0.109,-0.28
669022,MacKenzie Gore,2022,AAA,11,pitching,yes,insufficient_sample,16 BF (need 60),0.0,16.0,1.0,,,,,,,,,,0.0,0.0,0.0
669084,DL Hall,2017,ROK,16,pitching,,insufficient_sample,49 BF (need 60),0.0,49.0,5.0,,,,,,,,,,0.0,0.0,0.0
669084,DL Hall,2018,A,14,pitching,,scored,"391 BF, 94.3 IP",0.0,391.0,22.0,,3.67,,0.07,-23.6,,13.4,,2.7,-1.026,1.381,0.355
669084,DL Hall,2019,A+,13,pitching,,scored,"346 BF, 80.7 IP",0.0,346.0,19.0,,3.27,,0.43,-18.9,,11.8,,3.0,-0.704,1.56,0.855
669084,DL Hall,2021,AA,12,pitching,,scored,"128 BF, 31.7 IP",0.0,128.0,7.0,,3.28,,1.09,-1.9,,4.4,,2.3,0.243,0.277,0.52
669084,DL Hall,2022,AAA,11,pitching,yes,scored,"317 BF, 70.0 IP",0.0,317.0,18.0,,4.19,,0.7,3.3,,10.8,,3.0,1.411,0.455,1.866
669084,DL Hall,2022,AA,12,pitching,yes,insufficient_sample,15 BF (need 60),0.0,15.0,1.0,,,,,,,,,,0.0,0.0,0.0
669084,DL Hall,2022,A+,13,pitching,yes,insufficient_sample,13 BF (need 60),0.0,13.0,1.0,,,,,,,,,,0.0,0.0,0.0
669127,Shea Langeliers,2019,A,14,hitting,,scored,239 PA,239.0,0.0,54.0,0.288,,0.105,,-17.8,0.0,8.2,4.2,0.8,-0.543,0.262,-0.281
669127,Shea Langeliers,2021,AAA,11,hitting,,insufficient_sample,14 PA (need 40),14.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
669127,Shea Langeliers,2021,AA,12,hitting,,scored,370 PA,370.0,0.0,92.0,0.355,,0.156,,-5.5,0.1,12.6,7.1,1.5,1.442,1.183,2.626
669127,Shea Langeliers,2022,AAA,11,hitting,yes,scored,402 PA,402.0,0.0,92.0,0.375,,0.17,,7.4,0.5,13.7,7.1,2.7,2.87,1.438,4.308
669134,Luis Campusano,2017,ROK,16,hitting,,scored,151 PA,151.0,0.0,37.0,0.324,,0.14,,-11.2,-0.3,5.2,2.9,1.8,-0.348,0.314,-0.034
669134,Luis Campusano,2018,A,14,hitting,,scored,284 PA,284.0,0.0,70.0,0.316,,0.125,,-15.8,-0.2,9.7,5.4,2.7,-0.094,1.032,0.938
669134,Luis Campusano,2019,A+,13,hitting,,scored,487 PA,487.0,0.0,110.0,0.386,,0.182,,-9.8,0.0,16.6,8.5,3.0,1.533,2.439,3.972
669224,Austin Wells,2021,A+,13,hitting,,scored,170 PA,170.0,0.0,38.0,0.37,,0.175,,-3.4,0.6,5.8,2.9,1.7,0.596,0.558,1.155
669224,Austin Wells,2021,A,14,hitting,,scored,299 PA,299.0,0.0,65.0,0.378,,0.185,,-9.1,1.1,10.2,5.0,0.6,0.717,0.284,1.001
669224,Austin Wells,2022,AA,12,hitting,,scored,247 PA,247.0,0.0,55.0,0.362,,0.161,,-1.2,1.0,8.4,4.2,2.1,1.239,1.147,2.386
669224,Austin Wells,2022,A+,13,hitting,,scored,121 PA,121.0,0.0,28.0,0.426,,0.219,,1.5,1.0,4.1,2.2,0.6,0.887,0.143,1.029
669224,Austin Wells,2022,A,14,hitting,,insufficient_sample,34 PA (need 40),34.0,0.0,9.0,,,,,,,,,,0.0,0.0,0.0
669224,Austin Wells,2023,AAA,11,hitting,yes,scored,146 PA,146.0,0.0,33.0,0.348,,0.143,,-1.5,-0.0,5.0,2.5,3.0,0.606,0.619,1.224
669224,Austin Wells,2023,AA,12,hitting,yes,scored,263 PA,263.0,0.0,58.0,0.33,,0.135,,-7.9,0.7,9.0,4.5,1.1,0.625,0.628,1.253
669224,Austin Wells,2023,A,14,hitting,yes,insufficient_sample,20 PA (need 40),20.0,0.0,5.0,,,,,,,,,,0.0,0.0,0.0
669304,Jose F Miranda,2016,ROK,16,hitting,,scored,213 PA,213.0,0.0,55.0,0.269,,0.093,,-18.4,-0.4,7.3,0.8,2.7,-1.067,0.603,-0.463
669304,Jose F Miranda,2017,ROK,16,hitting,,scored,247 PA,247.0,0.0,54.0,0.351,,0.163,,-16.5,-0.3,8.4,0.8,1.6,-0.746,0.443,-0.303
669304,Jose F Miranda,2018,A+,13,hitting,,scored,113 PA,113.0,0.0,27.0,0.287,,0.099,,-6.7,-0.5,3.9,0.4,3.0,-0.294,0.593,0.298
669304,Jose F Miranda,2018,A,14,hitting,,scored,439 PA,439.0,0.0,104.0,0.327,,0.134,,-22.4,-0.2,15.0,1.6,2.5,-0.604,1.448,0.844
669304,Jose F Miranda,2019,AA,12,hitting,,insufficient_sample,5 PA (need 40),5.0,0.0,1.0,,,,,,,,,,0.0,0.0,0.0
669304,Jose F Miranda,2019,A+,13,hitting,,scored,478 PA,478.0,0.0,118.0,0.291,,0.103,,-31.7,0.0,16.3,1.8,2.8,-1.352,2.262,0.911
669304,Jose F Miranda,2021,AAA,11,hitting,,scored,373 PA,373.0,0.0,80.0,0.409,,0.198,,12.5,-0.6,12.7,1.2,3.0,2.579,1.471,4.05
669304,Jose F Miranda,2021,AA,12,hitting,,scored,218 PA,218.0,0.0,47.0,0.42,,0.21,,4.8,-0.0,7.4,0.7,2.1,1.294,0.984,2.278
669304,Jose F Miranda,2022,AAA,11,hitting,yes,scored,95 PA,95.0,0.0,21.0,0.31,,0.117,,-2.2,0.0,3.2,0.3,3.0,0.135,0.38,0.515
669357,Nolan Gorman,2018,A,14,hitting,,scored,107 PA,107.0,0.0,25.0,0.302,,0.113,,-6.6,-0.4,3.7,0.4,3.0,-0.295,0.43,0.135
669357,Nolan Gorman,2018,ROK,16,hitting,,scored,167 PA,167.0,0.0,38.0,0.464,,0.259,,-4.8,-0.4,5.7,0.6,2.2,0.116,0.423,0.539
669357,Nolan Gorman,2019,A+,13,hitting,,scored,230 PA,230.0,0.0,58.0,0.315,,0.123,,-12.5,-0.2,7.9,0.9,3.0,-0.399,1.152,0.753
669357,Nolan Gorman,2019,A,14,hitting,,scored,282 PA,282.0,0.0,67.0,0.34,,0.148,,-15.0,0.2,9.6,1.0,3.0,-0.413,1.124,0.711
669357,Nolan Gorman,2021,AAA,11,hitting,,scored,328 PA,328.0,0.0,76.0,0.335,,0.136,,-4.8,0.1,11.2,1.2,3.0,0.769,1.293,2.062
669357,Nolan Gorman,2021,AA,12,hitting,,scored,195 PA,195.0,0.0,43.0,0.37,,0.168,,-1.3,0.5,6.7,0.7,3.0,0.66,1.261,1.921
669357,Nolan Gorman,2022,AAA,11,hitting,yes,scored,147 PA,147.0,0.0,34.0,0.432,,0.218,,8.2,0.5,5.0,0.5,3.0,1.42,0.588,2.007
669358,Shane Baz,2017,ROK,16,pitching,,scored,"105 BF, 23.7 IP",0.0,105.0,10.0,,4.63,,-1.2,-9.4,,3.6,,2.6,-0.58,0.228,-0.352
669358,Shane Baz,2018,ROK,16,pitching,,scored,"244 BF, 52.3 IP",0.0,244.0,12.0,,3.74,,-0.25,-17.4,,8.3,,1.3,-0.907,0.257,-0.65
669358,Shane Baz,2019,A,14,pitching,,scored,"342 BF, 81.3 IP",0.0,342.0,17.0,,3.67,,0.06,-24.1,,11.7,,2.4,-1.237,1.063,-0.174
669358,Shane Baz,2021,AAA,11,pitching,yes,scored,"178 BF, 46.0 IP",0.0,178.0,10.0,,3.5,,1.3,2.7,,6.1,,3.0,0.874,0.299,1.173
669358,Shane Baz,2021,AA,12,pitching,yes,scored,"120 BF, 32.7 IP",0.0,120.0,7.0,,2.03,,2.34,1.1,,4.1,,3.0,0.517,0.37,0.888
669370,Asa Lacy,2021,A+,13,pitching,,scored,"237 BF, 52.0 IP",0.0,237.0,14.0,,4.83,,-0.25,-10.1,,8.1,,1.5,-0.199,0.519,0.32
669370,Asa Lacy,2022,AA,12,pitching,,scored,"105 BF, 20.0 IP",0.0,105.0,11.0,,7.77,,-3.08,-6.4,,3.6,,1.9,-0.283,0.147,-0.135
